Home Team Players,Home Team Rating,Home Team Attack Rating,Home Team Midfield Rating,Home Team Defence Rating,Away Team Players,Away Team Rating,Away Team Attack Rating,Away Team Midfield Rating,Away Team Defence Rating
14,858.6111111,134,307.6111111,417,14,769.4666667,141.6,209.8666667,"418.0
"
14,808.5222222,150,291.0333333,367.4888889,14,821.9888889,94.66666667,280.3222222,"447
"
13,843.0666667,155,310.0666667,378,14,769.6666667,208.8333333,163,"397.833333333
"
13,778.1888889,236.6777778,202.4666667,339.0444444,14,912.1111111,181.6666667,334.4444444,"396
"
14,861.5333333,171.8111111,238.1666667,451.5555556,14,769.5666667,166.5,208.6,"394.466666667
"
14,888.6222222,196.0444444,307.4,385.1777778,14,857.0111111,144.3333333,301.3333333,"411.344444444
"
14,833.5666667,89,369.5666667,375,14,746.2,178.5,210.7,"357
"
14,762.1555556,92.91111111,313.2444444,356,14,1011.955556,166,374.7111111,"471.244444444
"
14,753.0666667,71.16666667,274.3666667,407.5333333,14,775.8777778,208.8555556,161.6888889,"405.333333333
"
14,825.7111111,213.3333333,248.3777778,364,14,837.6,142.5333333,295.1666667,"399.9
"
14,777.5777778,144.1666667,280.7444444,352.6666667,14,925.3777778,163.1777778,424.4,"337.8
"
14,838.7444444,176.2666667,260.4777778,402,13,829.5,91.66666667,362.8333333,"375
"
14,892.6888889,158.6333333,332,402.0555556,14,780.7111111,122.3666667,301.3444444,"357
"
14,866.8888889,166.0444444,304.8444444,396,14,876.3333333,202.3777778,334.8222222,"339.133333333
"
14,861.8222222,175.7,283.4222222,402.7,14,862.5666667,107.7111111,302.8555556,"452
"
14,785.6,75.81111111,329,380.7888889,14,774.1555556,195.6555556,218.8333333,"359.666666667
"
14,823.4666667,247.1666667,216.5,359.8,14,824.9,93.08888889,370.8111111,"361
"
14,814.8333333,80,277.0333333,457.8,13,864.3777778,183.7444444,236,"444.633333333
"
14,830.3333333,42.66666667,343.8666667,443.8,14,804.5555556,150,286.1555556,"368.4
"
14,809.1666667,151.2333333,263.4666667,394.4666667,13,858.0333333,170.2777778,294.7555556,"393
"
13,825.8555556,72.56666667,378.2888889,375,14,916.1444444,242.6777778,273.3,"400.166666667
"
14,843.5888889,136.4222222,355.4777778,351.6888889,12,838.9777778,253.1444444,206.8333333,"379
"
14,809.6222222,94.8,425.8222222,289,14,897.1333333,187.2666667,298.3111111,"411.555555556
"
14,781.9333333,124.8333333,300.1,357,13,857.9555556,139.1111111,259.0888889,"459.755555556
"
14,763.2333333,154.7333333,214.6,393.9,14,778.2444444,80.06666667,272.6333333,"425.544444444
"
14,802.8666667,211.2333333,234.6333333,357,13,802.2,218,218.2,"366
"
14,851.5444444,252.4444444,216,383.1,14,797.6666667,154.6666667,249,"394.0
"
14,850.4555556,160.2444444,345.2666667,344.9444444,14,828.2333333,238.4888889,193.7444444,"396
"
14,854.8777778,158.6444444,298.7,397.5333333,14,809.2666667,97.73333333,324,"387.533333333
"
13,821.0222222,74,514.1111111,232.9111111,12,890.6666667,185.1666667,303.5,"402
"
14,780.0333333,93.8,236.2333333,450,13,819.5222222,72.15555556,366.3222222,"381.044444444
"
13,832.4666667,255.1333333,204.3333333,373,14,874.7777778,164.0666667,305.4444444,"405.266666667
"
12,798.6666667,145.6666667,216,437,13,895.3555556,166,324.3555556,"405
"
14,705.8,143.7111111,120.2,441.8888889,14,760.5777778,115.4777778,288.1,"357
"
14,814.7111111,214.2111111,243.5,357,14,816.8,191.3,242.8333333,"382.666666667
"
14,870.5,171.4888889,256.9,442.1111111,14,742.1777778,148.8888889,240.4,"352.888888889
"
14,834.8444444,151.7777778,231.0666667,452,14,776.7111111,189.5111111,211.5777778,"375.622222222
"
14,834.9111111,81.42222222,351.2555556,402.2333333,14,860.5666667,166.2333333,274.1888889,"420.144444444
"
13,797.7333333,123,317.7333333,357,14,855.6444444,104.6,357.0444444,"394
"
14,916.0666667,167.0888889,343.9777778,405,12,885.8333333,165,317.8333333,"403
"
14,867.4,156.3333333,300.6222222,410.4444444,14,791.7888889,73.33333333,286.8555556,"431.6
"
14,767.1555556,146.4888889,285.2555556,335.4111111,14,857.7666667,249.4888889,224.2777778,"384
"
14,939.3111111,166,337.3333333,435.9777778,14,790.0555556,147,265.4444444,"377.611111111
"
14,910.1,196.5,316,397.6,14,861.0888889,122.4444444,286.6444444,"452
"
14,850.8777778,155.4333333,257.7111111,437.7333333,14,767.5555556,215,267.5555556,"285
"
14,801.4444444,108.5777778,298.4,394.4666667,14,802.6777778,101.4888889,413.1888889,"288
"
14,816.6666667,185.7666667,249.9,381,14,868.4111111,154.5,243.4111111,"470.5
"
14,794.2666667,145.6,297,351.6666667,14,785.4888889,193.1111111,226.3777778,"366
"
13,823.6,252.6,187,384,14,897.9333333,192.7777778,351.4333333,"353.722222222
"
13,836.9111111,139.2,242.6,455.1111111,14,798.6111111,140.9333333,257.4888889,"400.188888889
"
14,902.7666667,171.4333333,257.5333333,473.8,14,920.6,197.9666667,328,"394.633333333
"
14,756.5333333,227.0222222,202.5555556,326.9555556,14,849.1555556,132,254.7777778,"462.377777778
"
14,790.7666667,145.5444444,233.6888889,411.5333333,14,756.7666667,71.33333333,277.4333333,"408
"
12,801.9777778,287,221.9777778,293,14,773.6666667,141.6666667,284,"348
"
14,799.3555556,84.26666667,265.0888889,450,13,881.5333333,157.7222222,404.8111111,"319
"
14,758.9444444,149.4222222,296.5222222,313,14,872.8,156.9777778,323.1,"392.722222222
"
14,844.5222222,94.28888889,355.2333333,395,14,806.2444444,132.0222222,302.2222222,"372
"
14,867.4333333,175.1444444,320.5111111,371.7777778,14,783.1222222,148.6777778,233.9333333,"400.511111111
"
14,831.8888889,150.1,287.0555556,394.7333333,14,864.6666667,100.6666667,355.7,"408.3
"
14,909.8666667,259.6,259.6666667,390.6,14,862,191.6,258.2,"412.2
"
14,754.1666667,86.16666667,250.6666667,417.3333333,13,849.0333333,328.8666667,136.1666667,"384
"
14,763.6,138.6222222,219.2111111,405.7666667,13,795.3666667,110,343.3666667,"342
"
14,791.9777778,153.4333333,287.5444444,351,13,885,114.4,313.4,"457.2
"
14,848.8,208.8,228.7222222,411.2777778,14,788.5333333,73.91111111,228.9222222,"485.7
"
12,814,133.6444444,308.3555556,372,14,825.3555556,146.0222222,316.2,"363.133333333
"
14,830.4888889,154.4666667,272.1333333,403.8888889,13,809.8444444,73,286.8444444,"450
"
14,952.1111111,157.3111111,396.8,398,13,805.4444444,259.2222222,253.2222222,"293
"
13,901.4,243.6,234.4666667,423.3333333,14,885.6666667,86.73333333,328.9666667,"469.966666667
"
14,779.6666667,143.7888889,284.1444444,351.7333333,14,905.1444444,171,411.1444444,"323
"
14,846.7111111,73.8,372.2111111,400.7,13,835.3666667,325.2,126.1666667,"384
"
14,812.1555556,225.8666667,166.8444444,419.4444444,13,891.2,215.9666667,258.9666667,"416.266666667
"
13,869.9,107.4,301.7,460.8,14,776.4888889,74.8,308.4,"393.288888889
"
14,817.4,282.4,228.6,306.4,14,802.8222222,113.1111111,319.7111111,"370
"
13,832.7333333,184.3333333,257.4,391,13,808.7666667,138,288.2555556,"382.511111111
"
14,847.5666667,175.5666667,262,410,14,834.0666667,110,409.0666667,"315.0
"
14,789.7111111,75.82222222,263.8888889,450,14,792.5,143.8,202.8,"445.9
"
14,777.3666667,85.33333333,263.0333333,429,14,878.7,139.8,332.7,"406.2
"
14,925.5666667,221.2333333,292.3333333,412,13,788.6555556,227,219.2888889,"342.366666667
"
14,939.3333333,169.4444444,379.0444444,390.8444444,14,806.2444444,76,322.4666667,"407.777777778
"
14,909.7888889,161,275,473.7888889,14,809.8777778,325.5222222,191.3555556,"293
"
14,772.2,188.2666667,142,441.9333333,14,838.0888889,75.62222222,360.1333333,"402.333333333
"
14,786.3888889,176.8222222,225.5666667,384,13,855.5777778,166.9111111,235,"453.666666667
"
14,909.1333333,160,364.5,384.6333333,13,762.8777778,225.3777778,220,"317.5
"
13,817.7333333,132.8333333,300.9222222,383.9777778,14,867.3,99.4,299,"468.9
"
13,818.8222222,88.4,369.4,361.0222222,14,770.8,73,295.7222222,"402.077777778
"
13,789.6888889,74.84444444,301,413.8444444,14,831.9777778,147.8444444,311.1333333,"373
"
14,778.8888889,138,278.8888889,362,14,758.3333333,133.3333333,277,"348
"
12,880.6,240.6,241,399,14,783,75.7,257.3,"450
"
