Home Team Players,Home Team Rating,Home Team Attack Rating,Home Team Midfield Rating,Home Team Defence Rating,Away Team Players,Away Team Rating,Away Team Attack Rating,Away Team Midfield Rating,Away Team Defence Rating
14,824.4555556,160.9111111,282.5444444,381,14,794,186.2,194.4,"413.4
"
14,803.4444444,164.9555556,265.4888889,373,13,857.3,227.3,238,"392
"
14,817.3555556,141.2,291.1555556,385,14,881.6555556,150.3888889,325.2111111,"406.055555556
"
14,797.9555556,148.5555556,313.4888889,335.9111111,14,904.2666667,154.6222222,334.3555556,"415.288888889
"
14,813.6222222,266.4888889,194.9777778,352.1555556,12,831.8,155,302.8,"374
"
13,822.8555556,90.16666667,359.6888889,373,14,904,186.9333333,315.0666667,"402
"
13,831.3555556,87.6,368.7555556,375,14,813.8666667,102.7777778,327.5777778,"383.511111111
"
14,904.6,293.7666667,215.0444444,395.7888889,14,889.7777778,253.1444444,252.6333333,"384
"
13,849.3333333,155.8,315.5333333,378,13,822.1444444,227,218.7111111,"376.433333333
"
14,815.8,151.6,305.2,359,14,903.7777778,253.1111111,240.4444444,"410.222222222
"
14,850.3,144.7,351.1444444,354.4555556,14,820.5222222,74,388.5222222,"358
"
14,756.8888889,144.8777778,253.3111111,358.7,14,780.1333333,210.3333333,216.0555556,"353.744444444
"
14,948.6,166,375.6,407,14,798,82.66666667,342.3333333,"373
"
14,820.5555556,164.8333333,335.5,320.2222222,14,828.2888889,152.6111111,225,"450.677777778
"
13,791.9222222,132.8333333,281.9222222,377.1666667,14,807.7666667,163.5333333,279.2333333,"365
"
14,875.7444444,124,343.7444444,408,14,858.3111111,100.5,361.8111111,"396
"
13,811.0111111,152,230.2,428.8111111,13,884.3333333,330.1333333,161,"393.2
"
12,894.4666667,232.6,259.8666667,402,14,859.3333333,248.5,241.3111111,"369.522222222
"
14,817.9444444,150.4,301.3444444,366.2,14,877.1666667,98.35555556,384.8111111,"394
"
14,791.8,93.84444444,324.9555556,373,14,860.2555556,169.5,294.4222222,"396.333333333
"
14,770.3,149.6,272.7,348,14,931.2333333,155.7333333,368.5,"407
"
13,809.9777778,170.2444444,285.7333333,354,12,804.7777778,170.2222222,217,"417.555555556
"
14,745.2666667,233.8333333,230.1666667,281.2666667,14,840.4666667,142.2666667,333.2,"365
"
14,847.1888889,148.5,335.6888889,363,14,833.6111111,85.88888889,372.7222222,"375
"
14,893.3333333,282.1333333,228.1666667,383.0333333,14,851.6111111,184,226.6111111,"441
"
14,874.7444444,80,380.1111111,414.6333333,14,857,89.73333333,371.2666667,"396
"
14,893.6222222,212.7666667,260.8555556,420,14,816.3111111,170.4444444,282.6,"363.266666667
"
14,796.3888889,226.7888889,160.9888889,408.6111111,14,850.6555556,130.1666667,319.9888889,"400.5
"
14,921.7666667,165.5777778,349.1888889,407,14,763.4666667,79.86666667,273.9777778,"409.622222222
"
14,779.9777778,74.68888889,409.9222222,295.3666667,14,818.5333333,142,358.0333333,"318.5
"
13,836.6222222,74.26666667,370,392.3555556,13,895.5222222,139.2555556,336,"420.266666667
"
12,826.4444444,155,302,369.4444444,13,809.5,84.92222222,355.5777778,"369
"
14,899.6,136.4,339.9333333,423.2666667,14,775.3333333,230.2333333,227.6,"317.5
"
14,850.2222222,309.2888889,154.9333333,386,14,889.8111111,138.6333333,349.6666667,"401.511111111
"
12,906,166,256,484,14,917.5222222,88.37777778,339.1444444,"490
"
14,874.1333333,165.3333333,303.6,405.2,13,768.5777778,119.3555556,292.2222222,"357
"
14,759.9777778,120.4888889,313.3555556,326.1333333,13,879,317.6,174.6888889,"386.711111111
"
14,772.8555556,125.8555556,286.6,360.4,14,815.3333333,147.8333333,296.5,"371
"
14,809.1666667,41,392.0666667,376.1,14,845.6888889,200.3666667,213.9888889,"431.333333333
"
14,839.2666667,190.0555556,281.2111111,368,14,765.0333333,157.0666667,265.0333333,"342.933333333
"
14,759.2444444,207.5333333,200.7111111,351,12,869.7555556,162.7555556,312,"395
"
14,784.8222222,81.83333333,329.9888889,373,14,803.8888889,272.4666667,233,"298.422222222
"
14,798.4,96.31111111,327.6666667,374.4222222,13,789.7,74,355.7,"360
"
14,787.3222222,151.9,269.9222222,365.5,14,824.1111111,263,138.3111111,"422.8
"
14,800.2666667,153.8888889,216.0444444,430.3333333,14,752.7555556,79.55555556,310.3333333,"362.866666667
"
14,875.0444444,165.5555556,325.1888889,384.3,14,793.1777778,142.2222222,287.9555556,"363
"
14,796.9777778,74.51111111,381.3444444,341.1222222,14,833.9222222,75.16666667,385.7555556,"373
"
14,886.6888889,119,342.6888889,425,14,958.4888889,168.5,303.4888889,"486.5
"
14,768.7222222,146.4666667,200.1777778,422.0777778,14,762,221.6666667,201.7555556,"338.577777778
"
14,883.4777778,319.9,176,387.5777778,14,916.6333333,141.4111111,389.2222222,"386
"
14,899.9444444,170.5666667,204.1,525.2777778,14,819.7222222,143,312.1111111,"364.611111111
"
14,794.1222222,131.6666667,291.4555556,371,13,847.7333333,91.66666667,359.5666667,"396.5
"
13,825.3333333,127.2222222,333.1111111,365,14,862.3,166,295.4333333,"400.866666667
"
14,823.6555556,278.5666667,159.0444444,386.0444444,14,775.9,10.73333333,337.2222222,"427.944444444
"
14,824.7888889,106,312.1666667,406.6222222,14,842.7777778,80.83333333,314.0222222,"447.922222222
"
14,903.3333333,145.4666667,267.8666667,490,13,869.1777778,108.9777778,283.1555556,"477.044444444
"
12,826.5666667,193.9333333,181.6333333,451,13,852.9777778,80,365.5777778,"407.4
"
13,925,291.5,239.5,394,14,848.4444444,226.5444444,227.9555556,"393.944444444
"
13,869.2444444,162.1333333,307.1111111,400,13,820.6444444,35.93333333,351.7111111,"433
"
14,774.4,74.46666667,269.9111111,430.0222222,14,828.3333333,128.6222222,336.7111111,"363
"
14,942.2888889,167.5555556,342.8444444,431.8888889,14,798.3333333,143,296.8,"358.533333333
"
13,805.0444444,146.7777778,287.2666667,371,14,765.3,284.0888889,168.3777778,"312.833333333
"
14,848.4333333,185.5,369.4333333,293.5,14,815.2222222,78.66666667,287.5333333,"449.022222222
"
14,787.5777778,74.4,353.1777778,360,14,853.6666667,154.8222222,314.9777778,"383.866666667
"
13,776.8444444,167.7888889,206.0222222,403.0333333,14,899.7,184.9,316.8666667,"397.933333333
"
12,800.6,83.5,354.1,363,12,884.5333333,249.5333333,241,"394
"
14,850.8111111,94.35555556,296.1777778,460.2777778,14,941.1555556,130.9555556,403.2,"407
"
13,862.6444444,78.17777778,390,394.4666667,13,862.3888889,261.3888889,164.5444444,"436.455555556
"
14,781.9666667,143,274.8333333,364.1333333,14,767.2888889,148,310.4,"308.888888889
"
13,862.6111111,97.5,359.3777778,405.7333333,13,794.9111111,145.4,226.9777778,"422.533333333
"
14,777.8333333,79.96666667,335.8666667,362,14,803.6666667,68.06666667,364.4333333,"371.166666667
"
14,808.8222222,150.6,280.2222222,378,14,799.7555556,95.22222222,306.2111111,"398.322222222
"
14,845.0888889,132.8444444,313.3111111,398.9333333,14,800.5333333,146.5333333,210.9,"443.1
"
14,773.8111111,155.0444444,268.8777778,349.8888889,14,926.7333333,155.7333333,279,"492
"
14,898.7777778,191.4222222,328.8444444,378.5111111,14,853.3555556,145.6666667,318.6888889,"389
"
14,906.7,45.06666667,438.8111111,422.8222222,14,757.7,195.1888889,211.5111111,"351
"
14,791.3111111,146.3777778,244,400.9333333,14,819.1333333,145.3666667,297,"376.766666667
"
14,794.5444444,96.3,290.2,408.0444444,14,744.6555556,157.6,230.0555556,"357
"
14,886.4666667,289.0666667,207.1555556,390.2444444,14,795.1888889,216.0888889,219.1,"360
"
14,826.6666667,182.3333333,289.6666667,354.6666667,14,847.0111111,137.9,299.1111111,"410
"
14,760.7111111,76,351.3111111,333.4,14,840.8,156.5,294.2,"390.1
"
14,792.5333333,94.91111111,352.1666667,345.4555556,12,809.4444444,227,161.7777778,"420.666666667
"
14,752.3222222,68.98888889,305.6222222,377.7111111,14,804.7333333,139.1111111,202.2888889,"463.333333333
"
13,775.5555556,239.2555556,159.3,377,14,938,138.3333333,394.6666667,"405
"
14,818.4,166,213.6333333,438.7666667,14,930.6,274.3333333,209.3333333,"446.933333333
"
14,827.8555556,162,290.8555556,375,14,837.1444444,117.6666667,332,"387.477777778
"
13,826.3333333,232,170,424.3333333,14,849.6666667,192.3333333,272.1333333,"385.2
"
14,838.2333333,92.44444444,270.5222222,475.2666667,14,868.2,159.8222222,320.5555556,"387.822222222
"
14,777.3888889,198.9222222,218.6,359.8666667,14,851.0444444,112,380.0444444,"359
"
14,772.9111111,146.1222222,208.4555556,418.3333333,14,793.0666667,312.0666667,132.1555556,"348.844444444
"
14,805.6333333,223.4888889,205.0222222,377.1222222,14,788.0666667,167.3777778,205.9777778,"414.711111111
"
14,856.1666667,96.83333333,379.7777778,379.5555556,14,855.5777778,116.6111111,269.8,"469.166666667
"
14,792.7888889,133.2777778,288.5111111,371,14,817.4,81.86666667,300.0333333,"435.5
"
14,803.7777778,217.5,293.1666667,293.1111111,14,760.2333333,67.55555556,222.7666667,"469.911111111
"
14,915.2666667,83,425.2666667,407,13,890,247.7777778,246.2222222,"396
"
14,802.6111111,215.6888889,228.5333333,358.3888889,14,790.8888889,71.6,264.8888889,"454.4
"
14,819.6777778,178.5,240.9444444,400.2333333,14,800.3,147.7777778,299.5222222,"353
"
14,930.4111111,214.1333333,302.2777778,414,14,820.4222222,255.9,190.5222222,"374
"
14,861.3222222,118.5,285.3222222,457.5,13,780.9777778,75.93333333,349.0444444,"356
"
14,876.7111111,153,250.7,473.0111111,14,793.3555556,49.82222222,332.3111111,"411.222222222
"
13,825.2,170.2,282,373,14,810.6888889,87.6,346.2888889,"376.8
"
13,872.1666667,240.6,242.5666667,389,14,780.4888889,77.73333333,277.7555556,"425
"
14,768.2444444,147,310.3333333,310.9111111,14,868.9666667,157.0777778,312.8888889,"399
"
14,748.6222222,229.6,197.3444444,321.6777778,14,804.8666667,175.9333333,295.5333333,"333.4
"
11,889,247,243,399,14,916.1222222,95.13333333,397.5,"423.488888889
"
14,828.4666667,314.1111111,143.3555556,371,13,855.6666667,167,306.6666667,"382
"
14,827.9,197,348.9,282,14,806.7777778,210.7777778,203.8333333,"392.166666667
"
14,740.0777778,146.7111111,191.4,401.9666667,13,847.5777778,78.33333333,315.1666667,"454.077777778
"
14,796.3777778,66.32222222,344.2222222,385.8333333,14,946.7333333,136.4888889,405.2444444,"405
"
14,903.4777778,166.6,242.5666667,494.3111111,14,786.1222222,94.03333333,254.8,"437.288888889
"
13,831.7,76,382.7,373,13,784.7333333,153.1,259.0333333,"372.6
"
14,831.3111111,78.71111111,369.7,382.9,12,817.8555556,147.8555556,297,"373
"
14,849.3222222,204.0333333,296.5,348.7888889,13,800.5333333,214.9777778,225.5555556,"360
"
13,854.5333333,242.7,235,376.8333333,14,804.5555556,126.6111111,295.2777778,"382.666666667
"
14,815.6888889,107.1333333,411.9333333,296.6222222,13,867.8555556,249.8,226.0555556,"392
"
14,797.6888889,162.0666667,260.5555556,375.0666667,14,833.7888889,159.2,226.0333333,"448.555555556
"
13,819.3444444,147.5333333,298.8111111,373,14,819.3555556,313.0111111,125.3444444,"381
"
14,779.9444444,209.6,221.5111111,348.8333333,14,812.0666667,151,301.3333333,"359.733333333
"
14,801.2888889,148.7777778,295.5111111,357,14,781.0111111,153.4444444,277.5666667,"350
"
14,884.3555556,147.4,326.9555556,410,14,713.2888889,146.8888889,208.4,"358
"
13,870.6,211.0444444,257.6222222,401.9333333,14,770.3,73.43333333,340.8666667,"356
"
14,867.5111111,151.9333333,313.4777778,402.1,14,731.9333333,77.56666667,261.3666667,"393.0
"
14,762.9,75,257.7888889,430.1111111,14,812.3444444,74.37777778,370.1444444,"367.822222222
"
14,962.0777778,131.8888889,428.1888889,402,14,853.0222222,165.3777778,319.0888889,"368.555555556
"
13,817.9222222,276.7555556,170.1666667,371,12,794,216,218,"360
"
14,885.2888889,185.8,306.4888889,393,14,832.7333333,158.6777778,292.0555556,"382
"
13,782.6111111,72.54444444,354.0666667,356,14,774.8,219.7,196.7,"358.4
"
14,814,150,312.6777778,351.3222222,14,845.7444444,68.46666667,408.2777778,"369
"
13,742.3555556,147,283.8,311.5555556,14,760.3222222,172.7333333,217.4555556,"370.133333333
"
14,869.0888889,233.2,237.6444444,398.2444444,14,834.3555556,138,328.9333333,"367.422222222
"
14,826.9777778,96.85555556,305.8111111,424.3111111,14,918,171,347,"400
"
14,913.8888889,136,409.8888889,368,14,924.7777778,196.5555556,320.2222222,"408
"
14,748.3,163.3,266.5,318.5,14,836.3777778,147.5333333,304.4888889,"384.355555556
"
14,884.5777778,171,227.3888889,486.1888889,14,884.4111111,105.6666667,303.8333333,"474.911111111
"
14,766.5777778,135,271.9666667,359.6111111,14,815.9666667,79.73333333,281.2333333,"455
"
14,798.9666667,161.4444444,287.5222222,350,14,926.2555556,150.4666667,375.7888889,"400
"
14,886.3222222,213.5333333,281.7888889,391,14,801.8666667,203.4666667,288.5777778,"309.822222222
"
13,862.4444444,250.6444444,219.8,392,14,806.7333333,125.1333333,294.0333333,"387.566666667
"
14,832.7222222,165.4,228.7,438.6222222,14,883.1111111,174.2666667,326.8444444,"382
"
14,838.7555556,155,261.1555556,422.6,14,802.7777778,168.3333333,216.7111111,"417.733333333
"
13,797.1666667,96.83333333,344.7222222,355.6111111,12,780.8555556,132.6,294.2555556,"354
"
14,775.4444444,82.44444444,329,364,14,943.9111111,159.7444444,376.1666667,"408
"
14,905.3555556,299.8888889,227.4666667,378,14,837,132.1111111,244.3777778,"460.511111111
"
14,767.9666667,145.8333333,262.3,359.8333333,14,819.6888889,182.1333333,251.6666667,"385.888888889
"
14,834.1666667,208.0666667,218.1,408,14,818.0888889,98.42222222,278.3333333,"441.333333333
"
14,924.7333333,160.2444444,346.0888889,418.4,13,821.2555556,326.9,123.3555556,"371
"
14,779.1,197.6,290.7555556,290.7444444,13,880.4,187.7333333,302.6666667,"390
"
14,864.3777778,65.6,389.3777778,409.4,14,873.6666667,155.7333333,235.9333333,"482
"
13,844.7333333,149.7333333,232,463,14,781.4111111,143.9666667,287.4444444,"350
"
14,822.9111111,223.6111111,233.3,366,14,815.9111111,76,370.1555556,"369.755555556
"
14,811.0222222,182.1666667,255.7222222,373.1333333,14,878.2888889,166,309.4444444,"402.844444444
"
14,847.8666667,147.1111111,302.0888889,398.6666667,13,803.6555556,101.1444444,333.5111111,"369
"
14,820.9333333,213.5333333,229.3,378.1,14,775.6888889,152.4444444,259.5777778,"363.666666667
"
14,785.0888889,128.0666667,289.9222222,367.1,14,791.9555556,155.2666667,279.7777778,"356.911111111
"
13,819.9777778,151.0555556,317.7888889,351.1333333,14,805.4,181.4,258,"366
"
14,766.1555556,132.6777778,272.0777778,361.4,13,867.6777778,168.2444444,290.1555556,"409.277777778
"
14,883.3666667,150.4666667,359.9666667,372.9333333,14,862.0111111,200.3555556,260.6555556,"401
"
14,745.5333333,73.13333333,208.5111111,463.8888889,14,898.0111111,155.6666667,334.3444444,"408
"
14,878.2111111,165.4,303.2111111,409.6,13,816,123.4,331,"361.6
"
14,815.9,147,194.2888889,474.6111111,14,816.8222222,234.4444444,195.2666667,"387.111111111
"
14,833.7777778,279.1,255,299.6777778,14,734.9333333,100.0888889,278.8444444,"356
"
14,840.8444444,151.0666667,248.6222222,441.1555556,14,873.3333333,142.4222222,360.9111111,"370
"
13,811.1,76,360.7333333,374.3666667,14,756.9777778,75.88888889,331.6666667,"349.422222222
"
14,831.4444444,158.6888889,311.6666667,361.0888889,13,870.7111111,180.1444444,298.5666667,"392
"
14,853.9222222,171.0555556,239.7555556,443.1111111,14,920.2666667,190.1666667,331.1,"399
"
14,871.0666667,240.7333333,253.3333333,377,14,843.2,136,299.8,"407.4
"
14,810.6333333,75.71111111,373.9222222,361,14,867.8666667,171,307.0222222,"389.844444444
"
14,874.2333333,82,370.2333333,422,14,831.7222222,126,246.7222222,"459
"
13,771.1333333,145.5,255.6333333,370,14,820.6333333,162.8,235.9888889,"421.844444444
"
13,789.2,154.7111111,266.8444444,367.6444444,14,812.3777778,81.27777778,374.1,"357
"
14,898.5666667,181.6777778,323.8111111,393.0777778,14,814.0888889,143.9333333,312.0888889,"358.066666667
"
14,788.8555556,74.1,358.7555556,356,13,868.4888889,137.8,334.6888889,"396
"
14,867.9666667,240.0888889,243.4333333,384.4444444,14,740.2,135,266.4444444,"338.755555556
"
14,828.9555556,137.9111111,301.5333333,389.5111111,14,764.8333333,135.2,278.6333333,"351
"
14,780.2444444,66.43333333,356.8111111,357,14,854.3888889,269.7222222,200.6666667,"384
"
14,829.7444444,83.24444444,346.9,399.6,14,835.0444444,156.5333333,280.5111111,"398
"
14,908,230.8,240.4,436.8,13,903.8888889,212.5,278.5,"412.888888889
"
14,789.1555556,148.1555556,221.5555556,419.4444444,14,890.5,176,271.5,"443.0
"
14,808.3333333,170.4,277.2555556,360.6777778,14,801.3555556,113,290.5,"397.855555556
"
14,950.3333333,171,386.3333333,393,13,810,74,325.5,"410.5
"
13,800.6666667,130.1666667,291.5,379,12,834.9333333,173.2,283.7333333,"378
"
14,779.0777778,175.0222222,299.9444444,304.1111111,14,762.5555556,94.44444444,312.1111111,"356
"
14,834.1555556,171.6,248.7555556,413.8,12,808.3666667,154.3666667,214,"440
"
14,846.1777778,151.8666667,235.3111111,459,14,921.8666667,225.9333333,281.9333333,"414
"
14,874.7333333,171.4666667,291.2666667,412,14,883.7555556,87.83333333,393.3222222,"402.6
"
13,834.0333333,250.2,199.8333333,384,14,762.2444444,159.6,250.1111111,"352.533333333
"
