MId,Home Team,Home Team Goals,Away Team Goals,Away Team,Home Poss,Away Poss,Home ShotsT,Away ShotsT,Home Shots,Away Shots,Home Touches,Away Touches,Home Passes,Away Passes,Home Tackles,Away Tackles,Home Clearances,Away Clearances,Home Corners,Away Corners,Home Offsides,Away Offsides,HTP,HTR,HTAR,HTMR,HTDR,ATP,ATR,ATAR,ATMR,ATDR
9289,SUN,1,3,LIV,46.3,53.7,5,6,23,15,571,664,348,419,23,19,26,54,10,8,4,1,13,821.004,74.0,514.078,232.926,12,890.668,185.193,303.475,402.0
9288,STK,0,1,NOR,55.8,44.2,1,3,8,8,687,604,463,366,22,35,29,31,7,3,4,2,14,780.084,93.826,236.258,450.0,13,819.538,72.156,366.306,381.076
9286,SWAN,1,2,ARS,58.5,41.5,3,4,10,10,812,622,624,437,16,18,7,16,4,3,3,4,13,832.441,255.116,204.325,373.0,14,874.77,164.086,305.45,405.234
9281,AVL,3,2,MCFC,33.3,66.7,4,7,8,21,451,757,273,554,18,14,29,19,2,13,0,5,12,798.668,145.668,216.0,437.0,13,895.346,166.0,324.346,405.0
9282,FUL,1,2,CAR,48.6,51.4,5,5,9,22,603,645,388,430,10,16,32,35,11,10,1,0,14,705.788,143.744,120.184,441.86,14,760.562,115.462,288.1,357.0
9283,HUL,1,0,WHU,41.1,58.9,4,6,11,18,520,668,312,450,18,16,44,29,6,6,2,0,14,814.712,214.219,243.493,357.0,14,816.753,191.328,242.785,382.64
9284,MUFC,1,2,WBA,59.1,40.9,6,4,14,12,756,568,527,368,21,13,32,35,5,8,4,1,14,870.6,171.492,256.968,442.14,14,742.118,148.89,240.368,352.86
9285,SOT,2,0,CRY,60.8,39.2,4,0,12,8,765,550,537,338,15,22,35,27,8,2,1,2,14,834.78,151.812,230.968,452.0,14,776.74,189.506,211.586,375.648
9287,TOT,1,1,CHE,53.5,46.5,3,5,12,11,616,548,409,343,14,21,28,24,4,5,2,10,14,834.872,81.424,351.24,402.208,14,860.632,166.234,274.236,420.162
9278,CAR,0,1,TOT,36.3,63.7,0,12,6,29,510,720,288,513,23,15,51,16,2,12,6,1,13,797.772,122.984,317.788,357.0,14,855.662,104.6,357.062,394.0
9280,MCFC,4,1,MUFC,41.6,58.4,5,3,18,14,524,697,334,478,22,14,28,38,8,4,1,4,14,916.168,167.128,344.04,405.0,12,885.835,165.0,317.835,403.0
9277,ARS,3,1,STK,50.4,49.6,9,3,17,10,706,663,526,507,23,20,14,9,6,7,1,1,14,867.368,156.343,300.589,410.436,14,791.838,73.334,286.936,431.568
9279,CRY,0,2,SWAN,43.4,56.6,1,7,9,15,617,787,413,550,20,16,20,49,6,8,1,4,14,767.188,146.488,285.256,335.444,14,857.767,249.472,224.295,384.0
9271,CHE,2,0,FUL,64.4,35.6,9,1,24,4,793,552,604,332,27,16,15,35,13,3,1,1,14,939.299,166.0,337.312,435.987,14,790.11,147.0,265.47,377.64
9272,LIV,0,1,SOT,55.2,44.8,5,7,10,12,707,598,465,373,20,38,27,29,6,6,3,5,14,910.073,196.5,316.0,397.573,14,861.111,122.384,286.727,452.0
9273,NUFC,2,3,HUL,61.3,38.7,2,5,15,12,755,569,552,340,17,28,23,37,3,3,0,5,14,850.938,155.433,257.728,437.777,14,767.577,215.0,267.577,285.0
9275,WBA,3,0,SUN,54.1,45.9,4,0,13,7,702,572,479,400,14,23,41,23,5,6,4,0,14,801.424,108.54,298.398,394.486,14,802.638,101.456,413.182,288.0
9276,WHU,2,3,EVE,37.7,62.3,2,4,10,10,510,748,319,526,26,17,29,41,5,5,0,2,14,816.675,185.775,249.9,381.0,14,868.428,154.5,243.428,470.5
9274,NOR,0,1,AVL,64.2,35.8,2,4,13,16,683,493,464,264,14,25,10,45,7,4,2,2,14,794.25,145.6,297.0,351.65,14,785.479,193.087,226.392,366.0
9270,SWAN,2,2,LIV,58.9,41.1,9,5,18,12,836,637,628,432,18,16,35,43,3,7,1,2,13,823.622,252.622,187.0,384.0,14,897.969,192.786,351.452,353.731
9269,SOT,0,0,WHU,58.7,41.3,5,1,15,6,666,517,413,282,26,19,44,31,10,5,0,2,13,836.944,139.2,242.6,455.144,14,798.592,140.928,257.428,400.236
9262,EVE,1,0,CHE,43.5,56.5,5,6,11,22,603,699,373,491,23,19,35,11,5,7,2,0,14,902.822,171.467,257.559,473.796,14,920.654,197.993,328.0,394.661
9261,AVL,1,2,NUFC,54.7,45.3,1,8,10,17,665,613,469,392,24,14,20,32,4,2,1,3,14,756.445,227.022,202.508,326.915,14,849.204,132.0,254.81,462.394
9263,FUL,1,1,WBA,56.6,43.4,2,4,12,12,715,584,522,387,14,15,29,38,4,5,3,4,14,790.664,145.512,233.656,411.496,14,756.72,71.335,277.385,408.0
9264,HUL,1,1,CAR,46,54,5,2,18,10,627,705,428,505,13,10,34,39,6,2,2,1,12,801.976,287.0,221.976,293.0,14,773.694,141.694,284.0,348.0
9266,STK,0,0,MCFC,42.1,57.9,3,3,11,10,567,722,356,509,23,21,15,35,2,4,1,0,14,799.32,84.232,265.088,450.0,13,881.543,157.732,404.811,319.0
9267,SUN,1,3,ARS,30.6,69.4,3,6,18,14,474,855,273,656,25,16,22,18,6,6,4,0,14,758.889,149.424,296.465,313.0,14,872.795,156.981,323.109,392.705
9268,TOT,2,0,NOR,69,31,7,1,23,5,894,472,653,289,15,29,23,26,8,1,1,4,14,844.586,94.324,355.262,395.0,14,806.253,132.006,302.247,372.0
9265,MUFC,2,0,CRY,60.4,39.6,8,0,20,4,783,570,556,377,13,24,22,33,10,1,5,0,14,867.373,175.146,320.442,371.785,14,783.144,148.659,233.941,400.544
9258,ARS,1,0,TOT,43.4,56.6,5,5,12,14,606,725,394,509,29,14,34,19,3,6,1,0,14,831.899,150.118,287.065,394.716,14,864.566,100.64,355.645,408.281
9259,LIV,1,0,MUFC,43,57,5,4,11,10,589,715,379,478,31,17,33,32,2,7,1,0,14,909.822,259.548,259.648,390.626,14,861.984,191.6,258.2,412.184
9260,WBA,0,2,SWAN,42,58,1,4,10,12,641,837,457,637,14,18,29,29,2,5,3,3,14,754.182,86.189,250.641,417.352,13,849.071,328.896,136.175,384.0
9253,CRY,3,1,SUN,50,50,7,2,18,10,658,628,419,407,28,24,51,33,6,6,2,1,14,763.612,138.604,219.226,405.782,13,795.384,110.0,343.384,342.0
9252,CAR,0,0,EVE,37,63,1,3,4,13,501,724,302,514,23,15,38,26,4,5,4,4,14,791.949,153.395,287.554,351.0,13,885.004,114.332,313.436,457.236
9255,NUFC,1,0,FUL,53.8,46.2,9,2,24,3,681,615,466,417,20,13,22,38,13,2,0,3,14,848.802,208.786,228.722,411.294,14,788.549,73.911,228.939,485.699
9256,NOR,1,0,SOT,42.2,57.8,4,2,14,11,568,687,341,480,30,19,29,16,5,4,1,6,12,814.0,133.612,308.388,372.0,14,825.389,146.031,316.2,363.158
9257,WHU,0,1,STK,44.9,55.1,0,5,9,15,517,581,321,405,12,17,29,27,3,4,1,1,14,830.494,154.473,272.116,403.905,13,809.844,73.0,286.844,450.0
9254,MCFC,2,0,HUL,58.2,41.8,6,2,12,7,725,568,529,376,18,19,27,23,7,4,1,1,14,952.043,157.272,396.771,398.0,13,805.406,259.214,253.192,293.0
9251,MUFC,0,0,CHE,55.2,44.8,3,4,12,8,756,635,550,448,22,15,35,26,4,1,3,1,13,901.447,243.626,234.466,423.355,14,885.641,86.706,328.967,469.968
9249,CAR,3,2,MCFC,30,70,6,5,9,16,450,804,264,637,16,12,36,17,3,8,4,2,14,779.628,143.781,284.121,351.726,14,905.117,171.0,411.117,323.0
9250,TOT,1,0,SWAN,47.6,52.4,7,5,21,7,672,719,454,511,22,14,30,43,8,3,0,3,14,846.72,73.8,372.22,400.7,13,835.374,325.174,126.2,384.0
9242,AVL,0,1,LIV,47.4,52.6,3,1,17,5,704,756,481,546,31,23,18,35,8,2,2,2,14,812.138,225.866,166.844,419.428,13,891.157,215.974,258.941,416.242
9243,EVE,0,0,WBA,62.3,37.7,8,2,22,7,720,500,478,298,20,23,36,45,11,1,5,1,13,869.891,107.4,301.691,460.8,14,776.49,74.8,308.4,393.29
9245,HUL,1,0,NOR,38.7,61.3,2,4,7,13,567,765,360,582,19,13,28,14,1,5,1,0,14,817.384,282.376,228.608,306.4,14,802.847,113.144,319.703,370.0
9246,NUFC,0,0,WHU,55.2,44.8,0,1,16,6,637,522,417,323,17,24,25,33,5,4,1,3,13,832.709,184.309,257.4,391.0,13,808.75,138.0,288.231,382.519
9247,SOT,1,1,SUN,66.6,33.4,6,3,17,8,760,454,540,260,12,21,38,34,5,2,1,1,14,847.593,175.593,262.0,410.0,14,834.058,110.0,409.058,315.0
9248,STK,2,1,CRY,49.6,50.4,4,5,14,14,640,669,409,437,20,31,23,37,7,0,1,0,14,789.648,75.824,263.824,450.0,14,792.468,143.8,202.768,445.9
9244,FUL,1,3,ARS,46.2,53.8,7,9,16,19,664,737,479,556,18,10,25,19,1,8,3,0,14,777.455,85.358,263.097,429.0,14,878.718,139.818,332.7,406.2
9241,CHE,2,1,AVL,69.2,30.8,3,3,15,7,856,459,677,286,16,13,29,26,1,2,5,5,14,925.554,221.186,292.368,412.0,13,788.679,227.0,219.288,342.391
9240,MCFC,4,0,NUFC,63.5,36.5,11,1,20,6,855,572,665,377,29,14,17,21,8,1,3,2,14,939.335,169.445,379.036,390.854,14,806.281,76.0,322.489,407.792
9238,CHE,2,0,HUL,51.4,48.6,6,2,23,7,738,710,551,502,14,16,27,18,5,1,1,2,14,909.766,160.962,275.052,473.752,14,809.858,325.57,191.288,293.0
9239,CRY,0,1,TOT,41.8,58.2,3,3,5,18,551,744,362,510,21,24,27,37,3,7,4,0,14,772.199,188.247,142.0,441.952,14,838.128,75.604,360.128,402.396
9235,SWAN,1,4,MUFC,53.7,46.3,6,8,17,14,738,662,534,471,14,9,27,42,7,4,2,5,14,786.32,176.752,225.568,384.0,13,855.557,166.912,235.0,453.645
9231,ARS,1,3,AVL,63.8,36.2,4,5,15,10,729,481,522,297,10,21,16,31,4,3,3,1,14,909.116,160.0,364.5,384.616,13,762.871,225.394,220.0,317.477
9233,NOR,2,2,EVE,33,67,2,7,8,20,459,786,258,564,22,20,27,27,6,8,1,3,13,817.774,132.825,300.963,383.986,14,867.318,99.4,299.018,468.9
9234,SUN,0,1,FUL,57.8,42.2,3,1,21,5,644,533,460,326,24,13,13,31,6,1,3,0,13,818.852,88.4,369.4,361.052,14,770.78,73.0,295.722,402.058
9236,WBA,0,1,SOT,46.7,53.3,1,3,11,8,568,620,363,400,16,11,38,39,4,8,1,2,13,789.688,74.844,301.0,413.844,14,831.944,147.836,311.108,373.0
9237,WHU,2,0,CAR,43.6,56.4,4,1,18,12,488,561,294,385,11,11,40,29,4,3,5,0,14,778.865,138.0,278.865,362.0,14,758.264,133.288,276.976,348.0
9232,LIV,1,0,STK,55.3,44.7,11,6,25,12,765,669,520,416,34,34,18,31,12,6,2,1,12,880.6,240.6,241.0,399.0,14,783.0,75.7,257.3,450.0
